"id","clubName","clubID","clubCity","clubEmail","clubWebsite","clubPhone"
"1681","Scheerwolde","BBBG60Y","SCHEERWOLDE","secretaris.vvscheerwolde@gmail.com","https://vvscheerwolde.nl/","0655583134"
"1682","HZVV","BBCD02U","HARDERWIJK","pascalhzvv@gmail.com","http://www.hzvv-harderwijk.nl","06-83030040"
"1683","PCP","BBJH85S","BREDA","info@pcpbreda.nl","http://www.pcpbreda.nl","076-5149832"
"1684","FC Trias","FZSZ66G","WINTERSWIJK","secretariaat@fctrias.nl","http://www.fctrias.nl","0629586730"
"1685","SML","BBKV53Q","ARNHEM","voorzitter@smlarnhem.nl","https://smlarnhem.nl","026-8486344"
"1686","JU Wehl","BBKW928","WEHL","frankreulink@hotmail.com",,"0314680997"
"1687","Gorssel","BBKX624","GORSSEL","hilde.steenbakker@gmail.com","http://www.vvgorssel.nl","06-12112772"
"1688","Haskerland","BBBD84J","JOURE","harryhakje@hotmail.com","http://www.zvvhaskerland.nl","0644151197"
"1689","Kick '88/Montana","BBKW744","APELDOORN","kick88_monti@hotmail.com",,"055-8444904"
"1690","Voorwaarts","BBFC826","ROTTERDAM","cosimelo@hotmail.com",,"06-16383333"
"1691","SES","BBHZ31H","LANGENBOOM","secretaris@seslangenboom.nl","http://www.seslangenboom.nl","06-40598363"
"1692","Zevenhuizen","BBBF61K","ZEVENHUIZEN GN","bibianemulder@hotmail.com","http://www.vvzevenhuizen.com","06-55980271"
"1693","Rhoon","BBDY27L","RHOON","secretariaat@vvrhoon.nl","http://www.vvrhoon.nl","010-5018832"
"1694","Blauw Wit'81","BBJL36Y","DE MOER","secretaris@blauwwit81.nl","http://www.blauwwit81.nl","06-10792323"
"1695","Longa '30","BBKS357","LICHTENVOORDE","secretaris@longa30.nl","http://www.longa30.nl","0544-372377"
"1696","'t Fean'58","BBBB595","SURHUISTERVEEN","info@fean58.nl","http://www.fean58.nl","06-52317656"
"1697","RKVV Keldonk","BBHV25W","ERP","jvdacker@home.nl","http://www.rkvv-keldonk.nl","0413-213384"
"1698","Vlug en Vaardig  cvv.","BBCZ24G","AMSTERDAM","w.wilde8@upcmail.nl","http://www.cvv-vlugenvaardig.nl","020-6138335"
"1699","NOAD'67","BBJB66R","SINT PHILIPSLAND","oudenaar@planet.nl","http://www.noad67.nl","0650211637"
"1700","Old Stars 77","BBFZ02P","ALKMAAR","secretaris@zvvoldstars77.nl","http://www.zvvoldstars77.nl","0223-692955"
"1701","Hoevelaken","BBBZ79T","HOEVELAKEN","e.l.g.koster@gmail.com","http://www.schoevelaken.nl","06-13203350"
"1702","De Tubanters 1897","BBKT75O","ENSCHEDE","info@tubanters.nl","http://www.tubanters.nl","053-4313627"
"1703","DCG Rksv","BBCY31B","AMSTERDAM","secretariaat@rksv-dcg.nl","http://www.rksv-dcg.nl","06-82853961"
"1704","All Stars Baarn","MMNH98K","BAARN","dekooyen@ziggo.nl",,"06-43548246"
"1705","GKC","BBBJ18W","GASSELTE","penningmeester@vvgkc.nl","http://www.vvgkc.nl","0599-564809"
"1706","Hermes DVS","BBDX31D","SCHIEDAM","seniorenvoetbal@hermesdvs.nl","http://www.hermesdvs.nl","0104704048"
"1707","FC Berghuizen","BBKX84C","OLDENZAAL","wedstrijdsecr.fcb@gmail.com","http://www.fcberghuizen.nl","0541-519204"
"1708","Batavia '90","BBBZ18A","LELYSTAD","info@mkrecruitment.nl","http://www.batavia90.nl",
"1709","ONDO","BBJG62E","HEUSDEN GEM ASTEN","secretaris@ondo.nl","http://www.ondo.nl","0493-843055"
"1710","DFC ' 55","BBCB57A","NIEUWEGEIN","oostrom62@ziggo.nl",,"06-29121747"
"1711","RKEDO","BBFX08L","AVENHORN","secretariaat@rkedo.nl","http://www.rkedo.nl","06-29341288"
"1712","Essche Boys","BBJH35D","ESCH","info@esscheboys.nl","http://www.esscheboys.nl","06-30716024"
"1713","Ouwe Syl","BBBL79R","OUDEBILDTZIJL","arjen.bouma@home.nl","http://www.vvouwesyl.nl","0518-421877"
"1714","SV Juventus","SVFH088","KRALENDIJK","wedstrijdorganisatie@knvb.nl",,"0343-499531"
"1715","Nivo Sparta","BBHZ73V","ZALTBOMMEL","secretaris@nivo-sparta.nl","http://www.nivo-sparta.nl","06-27058998"
"1716","Rood Wit V","BBHW04Q","VELDHOVEN","secretaris@roodwitv.nl","https://www.roodwitv.nl","06-20418184"
"1717","Langeberg","BBJS615","BRUNSSUM","r.m.t.gordijn@kpnmail.nl","http://www.svlangeberg.nl","045-5254389/06-51056145"
"1718","DTS","BBFW23L","OUDKARSPEL","info@svdts.nl","http://www.svdts.nl","06-22221470"
"1719","TSV Gudok","BBJF22V","TILBURG","bestuur@tsvgudok.nl","http://www.tsvgudok.nl",
"1720","vv Blauw Rood'20","SVZJ80I","BOLSWARD","secretaris@vvblauwrood20.nl","https://www.vvblauwrood20.nl/","06-44378916"
"1721","Alblasserdam","BBHT09G","ALBLASSERDAM","secretaris@vvalblasserdam.nl","http://www.vvalblasserdam.nl","078-6913085"
"1722","Quick Steps","BBGY08X","'S-GRAVENHAGE","bestuur@quicksteps.nl","https://www.quicksteps.nl/","06-28836349"
"1723","Siveo '60","BBFC44U","ZEGVELD","ledenadministratie@siveo.nl","http://www.siveo.nl/index.php/programma/wedstrijden","06-45772869"
"1724","ASV Arsenal","BBCZ54P","AMSTERDAM","secretaris@asvarsenal.nl","http://www.asvarsenal.nl","020-6794226"
"1725","SV CCW '16","NKYS49R","WILP GLD","voetbalbestuur@svccw.nl","http://www.svccw.nl","06-20437078"
"1726","Avesteyn","BBHT99D","HEESWIJK-DINTHER","thierry.dielissen@dkhd.nl","http://www.avesteyn.nl","0413-293815"
"1727","CHRC","BBKT05X","HEELSUM","secretaris@vvchrc.nl","https://vvchrc.nl/","0639459305"
"1728","DIOS sv.","BBCY34E","NIEUW-VENNEP","secretaris@dios.nl","http://www.dios.nl","0252-673518"
"1729","FC Utrecht","BBBZ95V","UTRECHT","n.vanderburg@fcutrecht.nl",,"030-2547800"
"1730","RISC","FKXB86A","REUSEL","risc1997@gmail.com",,"06-28557107"
"1731","Exstudiantes Zwolle","QLKD485","ZWOLLE","zwolle@exstudiantes.nl","https://zaalvoetbalzwolle.exstudiantes.nl/","0614928809"
"1732","Friesland","BBBG84Y","LEEUWARDEN","secretaris@lvv-friesland.nl","http://www.lvv-friesland.nl",
"1733","Udiros","BBBC82C","NIEUWEHORNE","rondvries@outlook.com","http://www.udiros.frl","0513-542131"
"1734","NBSVV","BBDY037","NIEUW BEIJERLAND","wedstrijdsecretaris@nbsvv.nl","http://www.nbsvv.nl","0648319599"
"1735","SC Rouveen","BBBC202","ROUVEEN","secretaris@scrouveen.nl","https://www.scrouveen.nl","06-50896248"
"1736","Argon","BBBZ63K","MIJDRECHT","secretaris@svargon.nl","http://www.svargon.nl","0297-286078"
"1737","Posthoorn de","BBBZ28D","AMERSFOORT","info@vvdeposthoorn.nl","http://www.vvdeposthoorn.nl","06-10101087"
"1738","Oosterlittens","BBBD60J","EASTERLITTENS","info@vvoosterlittens.nl","http://www.vvoosterlittens.nl","06-15586641"
"1739","FIOS","BBDZ45U","ACHTHUIZEN","fios8h@henkfios.nl","http://www.rkvvfios.nl","0187-632183 / 06-15446771"
"1740","Dubbeldam","BBHV465","DORDRECHT","secretariaat@vvdubbeldam.nl","http://www.vvdubbeldam.nl","078-6170745 / 06-28525219"
"1741","De Kabouter","BBJT79L","HOENSBROEK","yerry.manuel.ym@gmail.com",,"06-19782658"
"1742","Elan","BBCZ75W","AMSTELVEEN","gberger1@hetnet.nl",,"020-6416137"
"1743","Blokkers de","BBFW28Q","BLOKKER","bestuur@blokkers.nl","https://www.blokkers.nl","0229-263737"
"1744","SCALA","BBFZ14Y","ALKMAAR","r.vrenken@hccnet.nl",,"06-48151233"
"1745","Graveland 's","BBBZ45G","'S-GRAVELAND","info@svsgraveland.nl","http://www.svsgraveland.nl","035-6560506"
"1746","AGB","BBCY159","AMSTERDAM","secretaris@vvagb.nl","http://www.vvagb.nl","06-21257378"
"1747","WNC","BBJD18O","WAARDENBURG","info@vvwnc.nl","http://www.vvwnc.nl","0418-651554"
"1748","SVO '68","BBKS68J","OOIJ","voetbalsvo68@gmail.com","http://www.svovoetbal.nl","06-12297562"
"1749","Belfeldia","BBJS35Y","BELFELD","rpmghermans@gmail.com","http://www.belfeldia.nl","06-18331899"
"1750","De Walde","BBBD89O","OUDEGA GAAST SLEAT","sipke.hiemstra@ziggo.nl","http://www.dewalde.nl","06-11174306"
"1751","FCP/De Bar","LXBX535",,"info@nummer1.nl","http://https://www.facebook.com/fcpdebar","046-4492720"
"1752","Heertjes/Albino trouwringen","BBGB574","HEERHUGOWAARD","rsm.13@quicknet.nl","http://www.de-heertjes.nl","06-53923201"
"1753","Fleringen","BBKW504","FLERINGEN","gkokgerard@gmail.com","http://www.vcfleringen.nl","0541-670333"
"1754","SJO RVLC","GBTD53U","SINT NICOLAASGA","secretaris@renado-vvi.nl","http://www.renado-vvi.nl","06-14642484"
"1755","Kapelle","BBHW448","KAPELLE","bestuur@vvkapelle.nl","https://www.vvkapelle.nl","0113-342247"
"1756","WZVC/Westerhoven","BBHW76J","WESTERHOVEN","juul26@hotmail.com",,"06-24572426"
"1757","DVG","BBJC72V","LIEMPDE","info@dvgliempde.nl","http://www.dvgliempde.nl","06-22132352"
"1758","NSV'46","BBDZ54W","NOORDEN","bestuur@nsv46.nl","http://www.nsv46.nl","06-53215269"
"1759","SV Meerkerk","BBHZ22F","MEERKERK","info@svmeerkerk.nl","http://www.svmeerkerk.nl","0183-352005"
"1760","Zwartewaal","BBFC918","ZWARTEWAAL","bestuur@vvzwartewaal.nl","http://www.vvzwartewaal.nl","0181-662982"
"1761","Phenix","BBKY81E","ENSCHEDE","boschjarno@gmail.com","http://www.phenix.nl","053-4310186"
"1762","Kortenhoef'94","BBCB76F","NOOTDORP","zvvkortenhoef94@hotmail.com",,"06-41429511"
"1763","Haarle","BBKV69Z","HAARLE GEM HELLENDOORN","bestuur@svhaarle.nl","http://www.svhaarle.nl","0548-595448"
"1764","Waterwijk  asc","BBDB46D","ALMERE","cobie.portengen@gmail.com","http://www.waterwijk.nl","036-5304995"
"1765","Hazerswoudse Boys","BBGX04O","HAZERSWOUDE-DORP","secretaris@hazerswoudseboys.nl","http://www.hazerswoudseboys.nl","06-29247133"
"1766","TAC'90","BBGV723","'S-GRAVENHAGE","secretariaat@tac90.nl","http://www.tac90.nl","0651611002"
"1767","De Zwaluw","BBJJ67Y","OEFFELT","opdehooizolder@hotmail.com","http://www.vvdezwaluw.nl","06-34543357"
"1768","FZO","BBCC46B","ZEIST","secretaris@vvfzo.nl","http://www.vvfzo.nl","030-6916995"
"1769","Blauw Geel'38/JUMBO","BBHW389","VEGHEL","bestuursenioren@blauwgeel.nl","http://www.blauwgeel.nl","0413-350374"
"1770","Peursum","BBJB32E","GIESSENBURG","secretaris@vvpeursum.nl","https://www.vvpeursum.nl","06-22411873"
"1771","EHS'85","BBBF39J","EMMEN","secretaris@ehs85.nl","http://www.ehs85.nl","0642616854"
"1772","Avanti","BBBG703","STIENS","ruerd.007@gmail.com","http://www.zvv-avanti.nl","06-11088119"
"1773","Heemstede hfc","BBCY10E","HEEMSTEDE","m.straas@icloud.com","http://www.hfc-heemstede","06-27221178"
"1774","Blijdorp","BBFB935","ROTTERDAM","hoofdbestuur@rvv-blijdorp.nl","http://www.rvv-blijdorp.nl","010-4672918"
"1775","VVO","BBKT54H","ROZENDAAL","secretarisvvo@ziggo.nl","http://www.vvo.nu","06-11132414"
"1776","Schelluinen","BBJK22M","SCHELLUINEN","sherida93@hotmail.com","http://www.vvschelluinen.nl","06-49287968"
"1777","FC Uden","BBJC63T","UDEN","secretaris@fcuden.nl","http://www.fcuden.nl","06-25302693"
"1778","MOVV","BBBF83S","MIDWOLDA","secretaris@movv.nl","http://www.movv.nl","0610638108"
"1779","SVO Fortuna'54","QZRS193","SITTARD","pierre.hensgens@home.nl","http://WWW.FORTUNA54DAMES.NL","06-51361054"
"1780","DESS","BBFW13I","BENNINGBROEK","secretariaat.dess@gmail.com","http://www.svdess.nl","06-37619937"
"1781","HOC","FFHL74O","EXLOO","info@vvhoc.nl","http://www.vvhoc.nl","06-47107718"
"1782","Waalre","BBJF12S","WAALRE","secretaris@rkvvw.nl","http://rkvvwaalre.nl","06-22939904"
"1783","Holten","BBKT97W","HOLTEN","secretaris@vvholten.nl","http://www.vvholten.nl","0548-363440"
"1784","Asser Boys","BBBH04B","ASSEN","info@asserboys.nl","http://www.asserboys.nl","0592-310869"
"1785","VVC'68","BBJG439","HALSTEREN","heidemanthom@hotmail.com","http://www.vvc68.nl","06-22762023"
"1786","Oldeboorn","BBBC486","ALDEBOARN","info@vvoldeboorn.nl","http://www.vvoldeboorn.nl","0612222753"
"1787","Spil 't","BBFZ346","MONNICKENDAM","mark@frinking.nl","http://www.frinking.nl/tspil/","06-53212823"
"1788","vv Ewijk","BBKX36X","EWIJK","secretariaat@vvewijk.nl","http://www.vvewijk.nl","0487-523218"
"1789","Zestienhoven","FRKT31W","ROTTERDAM","ad.looije@hetnet.nl","http://www.rcsvzestienhoven.nl","06-16680736"
"1790","Aurora","BBCC243","WERKHOVEN","secretarisvoetbal@svaurora.nl","https://www.svaurora.nl",
"1791","Kampen","BBKV72V","KAMPEN","secretaris@vvkampen.nl","http://www.vvkampen.nl","038-3332488"
"1792","SV Geuldal","BBJT67G","WIJLRE","secretaris@svgeuldal.nl","http://www.svgeuldal.nl","06-10081770"
"1793","Oranje Blauw","BBKS03Q","NIJMEGEN","voorzitter@oranjeblauw.com","http://www.oranjeblauw.com","024-3447988"
"1794","GVB","MLYM923","DOEZUM","heineenalida@home.nl","http://www.vvgvb.nl","0594-855694"
"1795","WMC","BBFX11L","HEERHUGOWAARD","bestuur@sv-wmc.nl","http://www.sv-wmc.nl","06-51451129"
"1796","SVV '91","BBKW42R","ENSCHEDE","svv1991@gmail.com","svv91.com","053-4323547"
"1797","SV Vitesse","SVFH118","RINCON","wedstrijdorganisatie@knvb.nl",,"0343-499531"
"1798","BES","BBHV97L","VALKENSWAARD","info@vvbes.nl","http://www.vvbes.nl","06-53414551"
"1799","SEH","BBKR89L","HEERDE","secretaris@vvseh.nl","http://www.vvseh.nl","0578-693024 / 06-52006573"
"1800","Grijpskerk","BBBD355","GRIJPSKERK","etoxopeus@hotmail.com",,"06-21357999"
"1801","BVV'27","BBJT06R","BLITTERSWIJCK","secretaris@bvv27.nl","http://www.bvv27.nl","06-24273353"
"1802","Hulzense Boys","BBKS62D","NIJVERDAL","secretaris@hulzenseboys.nl","http://www.hulzenseboys.nl","0548-621784"
"1803","Rozenburg","BBDY42M","ROZENBURG ZH","vvrozenburg@upcmail.nl","http://www.vvrozenburg.nl","06-42112986"
"1804","Oranje - Wit","BBBZ10C","ELST UT","w.litz@kpnmail.nl","http://vvoranjewit.nl","0318-471113"
"1805","Dijk De asv","BBCY72O","AMSTERDAM","info@asvdedijk.nl","http://www.asvdedijk.nl","020-4904560"
"1806","RKHBS","BBJV42F","HEERLEN","secretaris@rkhbs.nl","http://www.rkhbs.nl","06-44520648"
"1807","Sint Boys (St.Maarten)","BBFX00N","SINT MAARTEN","infosintboys@gmail.com","http://www.sintboys.nl","06-22016268"
"1808","DWSM","FSRG90K","MAARSSEN","secr@dwsm.nl","http://www.dwsm.nl","06-52155423"
"1809","Willemsoord","BBBF33D","WILLEMSOORD","marceldkuiper@gmail.com","http://www.vvwillemsoord.nl","06-15001125"
"1810","Stiphout Vooruit","BBJB38K","HELMOND","ledenadministratie@stiphoutvooruit.nl","http://www.stiphoutvooruit.nl","06-21541602"
"1811","Veritas","BBJT447","NEERITTER","patrick.aben@kpnmail.nl","http://www.veritasneeritter.nl","06-52596259"
"1812","WVV'67","BBJG244","WOENSDRECHT","secretaris@wvv67.nl","http://www.wvv67.nl","06-41511382"
"1813","De Graafschap","BBKV63T","DOETINCHEM","info@degraafschap.nl","http://www.degraafschap.nl","0314-368450"
"1814","FC Vlotbrug","BBDZ89C","HELLEVOETSLUIS","secretaris@fcvlotbrug.nl","http://www.fcvlotbrug.nl","06-28486168"
"1815","DVOL","BBKR98N","LENT","secretaris@dvol.nl","http://www.dvol.nl/","06-22214446"
"1816","De Weide","BBBK448","HOOGEVEEN","secretaris@vvdeweide.nl","https://www.vvdeweide.nl",
"1817","De Fendert","BBJF84H","FIJNAART","f.vdweerd61@gmail.com","http://www.vvdefendert.nl","06-30572958"
"1818","SJVV","BBHZ51N","DEURNE","jankievit79@hotmail.com","http://www.sjvvdeurne.nl","0493-317299"
"1819","Olympia '25","BBCB05N","HILVERSUM","info@svolympia25.nl","http://www.svolympia25.nl","035-6214315"
"1820","UDI'19/CSU","BBJC69Z","UDEN","algemeenbestuur@udi19.nl","https://www.udi19.nl","0413-274342"
"1821","Sparta Rotterdam","BBFC723","ROTTERDAM","k.valkenburg@sparta-rotterdam.nl",,
"1822","Peize","BBBN40T","PEIZE","bestuur@vvpeize.nl","http://www.vvpeize.nl","0505034999"
"1823","Rabobank","BBHY27F","VELDHOVEN","harrybijnenzeelst@gmail.com",,"06-20429794"
"1824","Alteveer","BBBB11J","ALTEVEER GN","mail@vvalteveer.nl","http://www.vvalteveer.nl","06-22367809"
"1825","SSA West United","SVZN94Z","MAASTRICHT","ssawestunited@rkvvlpolaris.nl","https://www.rkvvlpolaris.nl","043-3478783"
"1826","Alcides","BBBN09C","MEPPEL","bestuurssecretariaat@alcides.nl","http://www.alcides.nl","06-11600010"
"1827","ZVV Schattenberg","BBBN42L","ASSEN","zvvschattenberg@gmail.com","http://strato-sites-widget.com","0650266568"
"1828","Prinses Irene","BBJG75K","NISTELRODE","secretaris@rksvprinsesirene.nl","http://www.rksvprinsesirene.nl","06-11461914"
"1829","Laura/Hopel Combinatie","BBJS67B","EYGELSHOVEN","kirstiegerards@gmail.com","http://www.laura-hopel-combinatie.nl","06-23228936"
"1830","IVO","BBJT01M","VELDEN","koos.bol@home.nl","http://www.sportkernvelden.nl","06-30110327"
"1831","SJO KRC/ZEC","QZJH31Q","ZANDEWEER","secretaris@vvzec.nl","http://sjokrczec.nl","0651465204"
"1832","CVV Zwervers","BBFB66X","CAPELLE AAN DEN IJSSEL","info@cvvzwervers.nl","http://www.cvvzwervers.nl","010-4502715"
"1833","RWB","BBHX48H","WAALWIJK","secretaris@rwbwaalwijk.nl","http://www.rwbwaalwijk.nl/","06-40338119"
"1834","Turkse Kracht","BBKV18J","DEVENTER","info@svturksekracht.nl","http://www.svturksekracht.nl","0570-630082"
"1835","De Paasberg","BBKR41Z","ARNHEM","svdepaasberg@live.nl","http://www.svdepaasberg.nl","026-4450717"
"1836","Roda Boys/Bommelerwaard","BBJB57P","AALST GLD","secretaris@vvrodaboys.nl","http://www.vvrodaboys.nl","0418-552861"
"1837","Wacker","BBBD75H","DE WIJK","secretaris@vvwacker.nl","http://www.vvwacker.nl","06-43364671"
"1838","FC Dordrecht Amateurs","BBJK47X","DORDRECHT","finance@mountainhigh.nl","http://www.fcdordrecht-am.nl","078-6165811"
"1839","Futsal Dragten","MJFZ95I","DRACHTEN","johnmarinus@hotmail.com","http://www.futsaldragten.nl","06-55984567"
"1840","Berg'28","BBJS383","BERG EN TERBLIJT","patje.candel@gmail.com","http://www.vvberg28.com","06-24298113"
"1841","LMO","BBDZ17N","ROTTERDAM","secretaris@rvvlmo.nl","http://www.rvvlmo.nl","010-4835548"
"1842","Pekelder Boys","BBBC83D","NIEUWE PEKELA","secretaris@vvpekelderboys.nl","http://www.vvpekelderboys.nl","0615892705"
"1843","RZV Ziezavo","BBJM11S","ZIERIKZEE","tcverkaart@gmail.com","http://www.ziezavo.nl","0651922827"
"1844","SBV","BBJJ027","HAREN NB","sbvharen@home.nl","http://www.sbvharen.nl","0412-850946"
"1845","Wartburgia  asv","BBCZ33I","AMSTERDAM","bestuur@asvwartburgia.nl","http://www.asvwartburgia.nl",
"1846","Charlois, sv","FXTV207","ROTTERDAM","secretaris@svcharlois.nl","http://www.svcharlois.nl","010-4801176"
"1847","VV Trinitas Oisterwijk","SSYK17R","OISTERWIJK","jhfrederiks@gmail.com","http://www.trinitas-oisterwijk.nl","06-54666682"
"1848","Haagse Hout","BBGX84I","'S-GRAVENHAGE","haagsehout@ziggo.nl","http://www.vvhaagsehout.nl","06-22696829"
"1849","FC Tilburg","SLXZ16H","TILBURG","secretaris@fc-tilburg.nl","http://www.fc-tilburg.nl","013-5422400"
"1850","Santos FC","BBCB66C","UTRECHT","patrickuitutrecht@hotmail.com",,"030-2311239"
"1851","GVAV-Rapiditas","BBBD56C","GRONINGEN","secretaris@gvav.nl","http://www.gvav.nl","06-10133480"
"1852","Tricht","BBJC62S","TRICHT","info@vvtricht.nl","http://www.vvtricht.nl","06-54954517"
"1853","Altius","BBCC184","HILVERSUM","wedstrijdzaken@altius.nl","http://www.altius.nl",
"1854","TPP","GDQB70Y","ROTTERDAM","secretaris@feyenoordfutsal.nl","https://www.feyenoordfutsal.nl","06-43237224"
"1855","Blauwhuis","BBBB14M","BLAUWHUIS","jurjen.frankena@hetnet.nl","http://www.vvblauwhuis.nl",
"1856","Wittenhorst","BBJX08F","HORST","jac.hesen@hetnet.nl","http://www.rksv-wittenhorst.nl","077-3985602"
"1857","Wilhelminaschool","BBKZ233","HENGELO OV","roy.landman@ns.nl","http://www.wschool.nl","06-51061426"
"1858","PEC Zwolle","BBKV81X","ZWOLLE","voetbalacademie@peczwolle.nl","Www.peczwolle.nl","06-44215382"
"1859","SteDoCo","BBJC25J","HOORNAAR","secretariaat@stedoco.nl","http://www.stedoco.nl","06-42248699"
"1860","Hardenberg '85","BBKY69G","HARDENBERG","bestuur@hardenberg85.nl","http://www.hardenberg85.nl","0523-268057"
"1861","NSVV","BBDY40U","NUMANSDORP","secretaris@vvnsvv.nl","http://www.vvnsvv.nl","0186-651834"
"1862","Gesta","BBJF13T","GALDER","info@rkvvgesta.nl","https://rkvvgesta.nl",
"1863","Noord Veluwe Boys","BBKV705","HATTEMERBROEK","info@noordveluweboys.nl","http://www.noordveluweboys.nl","0651615435"
"1864","UBA Sport  z.v.v.","BBDB00Z","UITHOORN","henkeek@caiway.nl",,"0297-564056"
"1865","Graftdijk","BBFW38T","WEST-GRAFTDIJK","1965.timmer@quicknet.nl","http://www.svgraftdijk.nl","075-6411802"
"1866","RKVVM","BBJS17U","MARGRATEN","info@rkvvm.nl","http://www.rkvvm.nl","06-45230464"
"1867","Hulsel","BBJF66D","HULSEL","gerbenvanderheyden@hotmail.com","https://vvhulsel.nl","06-23439144"
"1868","Pellor fc/DHS security","LWQN269","DEN HELDER","justin.j.abell@gmail.com","http://www.fcpellor1977.nl","0628265645"
"1869","FC Foppen/ Fusion Plaza","BBKY08R","NUNSPEET","meesterkalle@hotmail.com",,"0622758799"
"1870","AH'78","BBCC14Y","HUIZEN","r.quant@ziggo.nl","http://www.ah78.nl",
"1871","Ysselsteyn","BBJT69I","YSSELSTEYN","secretariaat@svysselsteyn.nl","http://www.svysselsteyn.nl","0478 854633"
"1872","SSS","BBFC79A","KLAASWAAL","vvsss@sssklaaswaal.nl","http://www.sssklaaswaal.nl","0186-571154"
"1873","DOB","BBBZ73N","NIGTEVECHT","info@vvdob.nl","https://www.vvdob.nl","0294-254247"
"1874","Crescentia","BBJT104","WEERT","jacbrouns@kpnplanet.nl","http://www.crescentia.nl","06-12608008"
"1875","ZVV Kroeven/Laboral Services BV","SSWR93Y","ROOSENDAAL","yassin_malhaori@hotmail.com",,"06-14483759"
"1876","SVZ","BBBC92F","ZEIJEN","jesperknol99@outlook.com","http://sportvereniging.zeijen.nu","06 48427065"
"1877","Helvoirt","BBJF04N","HELVOIRT","info@vvhelvoirt.nl","https://www.vvhelvoirt.nl","0411-642022"
"1878","De Hoven","BBKV12D","ZUTPHEN","secretariaat@zvvdehoven.nl","http://www.zvvdehoven.nl/","0653376578"
"1879","Gieten","BBBD207","GIETEN","bestuur@vvgieten.nl","http://www.vvgieten.nl","06-15599335"
"1880","MVV'58","BBHZ41K","METEREN","eck1960@kpnmail.nl","http://www.mvv58.nl","0655301855"
"1881","Noordhoek","BBJB92W","NOORDHOEK","paulannetvandergeest@gmail.com","http://www.vvnoordhoek.nl/","06-20983968"
"1882","'s Heer Arendskerke","BBHV96K","'S-HEER ARENDSKERKE","secretaris@arendskerke.nl","http://www.arendskerke.nl","06-21884661"
"1883","sv Orderbos","FZSZ60K","APELDOORN","secretaris@sv-orderbos.nl","http://www.sv-orderbos.nl","0553555411"
